product_name,review_title,review_text,review_date
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Excellent wear-ability,I love this brand! every pair of shoes or boots I've worn outlast my expectations. I will likely never find a manufacturer like this in my lifetime so I hope they never go out of business. The quality is far better than the average and that's putting it lightly,Reviewed in Canada on 31 March 2021
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Fake,Arrived in a NON GENUINE Box with NO MERRELL labels of any kind either on the shoes or box. I highly doubt these are genuine. And yes they were from Amazon not a third party seller.,Reviewed in Australia on 11 January 2020
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Comfy,These shoes were comfortable right away. I usually wear a heavier hiker so these are nice and light for the summer,Reviewed in Canada on 25 February 2020
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Lovely shoes they work excellent,Love these shoes were them to Vegas and walked for Miles no foot pain,Reviewed in Canada on 22 July 2020
Merrell Men&#39;s Moab FST 2 Hiking Shoe,"Great shoe, would buy again","Great shoe, very light, good grips for hiking,Was priced at $60 when I bought them",Reviewed in Canada on 21 May 2019
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Bons souliers de marche,"Excellent produit, résistant et confortable.",Reviewed in Canada on 19 August 2020
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Sole came off after less than a year,Merrell is no longer a brand of longevity but it still costs the same as it used to.,Reviewed in Canada on 9 November 2020
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Achat durable,Enfin un soulier de marche confortable est qui semble durable :),Reviewed in Canada on 16 February 2020
Merrell Men&#39;s Moab FST 2 Hiking Shoe,WOW!!,"beautiful shoes, thanks Amazon.ca",Reviewed in Canada on 30 December 2018
Merrell Men&#39;s Moab FST 2 Hiking Shoe,Parfais,Parfais,Reviewed in Canada on 29 April 2020
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK",Eng sind sie,"Schnell wurden diese Schuhe geliefert und tatsächlich sind sie eng. Der Reißverschluss kann an meinem Fuss nicht wie bei einem anderen ARA Paar nachträglich geschlossen werden.Das Fußbett ist total angenehm, man läuft ganz anders. Höher, gerader? Wie lange ich es aushalte, werde ich sehen.Außen Leder, Innen ""Frottee""?, Sehr sportlicher Schuh, war mir für den sehr günstigen Preis egal. Viel mehr hätte ich nicht ausgegeben, da der Schuh unerwartet echt eng ist, trotz Schnürung und trotz des Reißverschlusses.Für breite Füsse wurde ich sagen ungeeignet.",Reviewed in Germany on 31 March 2021
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK",Nicht als Arbeitsschuh geeignet,Von der Schuhgröße her ideal aber leider zu schmal wer etwas breite Füße hat. Das Fussbett ist zwar weich und ergonomisch aber für 8 Stunden Arbeit mit hin und herlaufen nicht geeignet. Für mich unbequem und die Füße tun schrecklich weh. Ich werde sie als Sommerschuh tragen aber mehr auch nicht. Hätte ich dafür 129€ ausgegeben hätte ich es bereut. Ansich ein gut verarbeiteter Schuh,Reviewed in Germany on 2 December 2020
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK",klasse Schuh,Wie immer sind die Schuhe von ARA super bequem...innen mit Frottee...schön weich....man läuft wie auf Wolken...bin begeistert...kaufe mir eventuell noch andere Farben wenn sie billiger werden....auf jeden Fall empfehlenswert,Reviewed in Germany on 18 November 2020
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK",super Schuh,"Ein wirklich toller Schuh, läuft sich echt angenehm. Sieht auch zu einem sportlichen Rock richtig gut aus.Für den Preis klare Kaufempfehlung.",Reviewed in Germany on 6 January 2021
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK",Schuhe getragen,Die Schuhe sind getragen oder unter eine Walze gekommen.Sohle kaputt unmöglich so einen Artikel zu verschicken.total dreckig.,Reviewed in Germany on 28 March 2021
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK",Alles Bestens,Schöner bequemer Schuh,Reviewed in Germany on 3 June 2021
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK","Top, belles, pratiques et confortables","Elles sont géniales, comme les autres de la marque d'ailleurs !!!",Reviewed in France on 6 December 2021
"ARA Women's Neaple Sneaker, Multicoloured White Camel Orange 07, 7 UK",Bon produit,Bien adapté,Reviewed in France on 12 June 2021
"Converse Chucks 163377C White One Star OX White White White, Size:39",Quality,Very good looking. But it get dirty pretty easily,Reviewed in Canada on 13 January 2020
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK",Mocassino di qualità. Attenzione alla misura ⚠️,"Una scarpa di ottima qualità costruttiva e abbastanza confortevole al piede.✔️ Come tutte le realizzazioni della Geox, anche questo mocassino ha il sistema di traspirazione con membrana che aiuta a tenere fresco il piede mantenendo l’impermeabilità.✔️ Suola in cuoio e tomaia in pelle con finiture di qualità.✔️ Ha un inserto in gomma sul tacco per aumentare il grip ed evitare di scivolare.✔️ Ottima la confezione che comprende, all’interno della scatola, anche un sacchetto per riporre/portare le scarpe e una pezza per pulirle.👉 Molto elegante, da usare per cerimonie e occasioni formali👉 Le ho comprate nere e il colore corrisponde.❌ Al momento dell’acquisto NON era indicato che “Le nostre scarpe vestono comodo, ti consigliamo quindi di scegliere una mezza taglia in meno rispetto alla tua misura abituale”, quindi ho preso esattamente la mia misura di piede. Risultano leggermente abbondanti, ma comunque ancora calzabili senza l’effetto di sentire di avere una taglia di troppo. Seguite comunque le indicazioni e preferite una mezza taglia in meno.❌ Il prezzo un po’ troppo alto quando le ho acquistate lo scorso anno (al momento della recensione costano circa il 30% in meno)",Reviewed in Italy on 23 July 2020
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK","Bella scarpa, veste grande","Prodotto ottimo come nella tradizione GEOX. Veste grande, corretti quindi i suggerimenti di prendere una mezza taglia in meno.",Reviewed in Italy on 8 October 2020
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK",Buona qualità al giusto prezzo.,Prodotto di buona qualità. I materiali sono adeguati e le finiture ottime. Calzata giusta per un pianta normale.,Reviewed in Italy on 24 October 2020
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK",Bene,Ottimo,Reviewed in Italy on 15 October 2020
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK",Ottima scarpa a prezzo scontato,Ottime!,Reviewed in Italy on 22 May 2021
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK",La scarpa sembra di vecchia manifattura,La qualità e buona ma e del 2017,Reviewed in Italy on 28 November 2021
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK",Scarpa scollata,"Scarpa molto scadente ,indossata 3 volte e si è già scollata la suola",Reviewed in Italy on 8 June 2021
"Geox Men's U SAYMORE A Oxfords, Brown (Cognac C6001), 8 UK",Super shoes,Super shoes,Reviewed in the United States on 27 October 2019
"Seavees Women's Monterey Sneaker Satin, Marine, 3 UK",Great style and comfy,"Love them, this is my first pair and already shopping for another, if your looking for a lot of arch support, there really is not a lot, but I find these very comfy and true to size, got a lot of compliments on them , just my first wearing. You can wear them all day",Reviewed in the United States on 12 March 2019
"Seavees Women's Monterey Sneaker Satin, Marine, 3 UK",nice!,very comfy,Reviewed in the United States on 11 May 2019
"Seavees Women's Monterey Sneaker Satin, Marine, 3 UK",Love shopping here!,Love these casual shoes,Reviewed in the United States on 4 February 2020
Cute Sunflower Classic Canvas shoes Slip On Skate Sneakers women's Fashion Print cool Durable shoe - - 8.5 B(M) US,Daughter loves...,My daughter loves these. They were true to size and decent for the price. Would buy more. She also gets compliments every time she wears them.,Reviewed in the United States on 5 March 2021
Cute Sunflower Classic Canvas shoes Slip On Skate Sneakers women's Fashion Print cool Durable shoe - - 8.5 B(M) US,love them,looked great love the color will order more,Reviewed in the United States on 4 February 2021
Cute Sunflower Classic Canvas shoes Slip On Skate Sneakers women's Fashion Print cool Durable shoe - - 8.5 B(M) US,Like the pattern,These were stiff when I first got them but they have broke in some,Reviewed in the United States on 1 February 2021
Cute Sunflower Classic Canvas shoes Slip On Skate Sneakers women's Fashion Print cool Durable shoe - - 8.5 B(M) US,Fits perfect,Absolutely in love with my sunflower shoes. They are perfect 🌻,Reviewed in the United States on 3 February 2021
"Cambridge Select Women's Stretch Slip-On Chunky Platform Low Hidden Wedge Fashion Sneaker, Crocodile Pu, 4 UK",Muy grandes,"Son lindos, pero son demasiado grandes, si pedí mi talla pero igual están muy grandes",Reviewed in Mexico on 2 October 2020
"Cambridge Select Women's Stretch Slip-On Chunky Platform Low Hidden Wedge Fashion Sneaker, Crocodile Pu, 4 UK",Cute but big,"Cute and comfy, but they do run big",Reviewed in the United States on 8 April 2021
"Cambridge Select Women's Stretch Slip-On Chunky Platform Low Hidden Wedge Fashion Sneaker, Crocodile Pu, 4 UK",Size down!,"The shoes would be awesome if they weren't so huge. I got my regular size, but they're way too big. Tried them on and they were roomy, so I wanted to wear them to see how they'd work out, but I can't wear them because my feet slide around. Super disappointed, they're super cute.",Reviewed in the United States on 29 September 2020
"Cambridge Select Women's Stretch Slip-On Chunky Platform Low Hidden Wedge Fashion Sneaker, Crocodile Pu, 4 UK",Everyone needs these,LOVE THESE SHOES,Reviewed in the United States on 10 January 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Would buy in a larger size.,"Beautiful shoe, but too narrow.Edit: I ended up keeping them and donating to a neighborhood kid.",Reviewed in the United States on 1 May 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Great value,My son loved them so much he wore them everywhere. Too bad they don’t last as long .. but it could be that he did overuse them .,Reviewed in the United States on 13 February 2021
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Great shoes,"True to size, great quality, laces are not too short and not too long. My son said they’re comfy",Reviewed in the United States on 9 August 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Not for wide feet,Shoes seemed nice but my son has wide feet and these did not work.  Some adidas shoes run wide but these did not.,Reviewed in the United States on 19 July 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Good turf shoe.,My 9 year old son uses these for indoor soccer and loves them.,Reviewed in the United States on 26 July 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Excellent futbol shoes.,my son loved them.great fit.,Reviewed in the United States on 28 March 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Nothing,They fit perfectly,Reviewed in the United States on 13 June 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Excelentw,Muy bueno pero muy frande,Reviewed in the United States on 22 June 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",GRACIAS,PERFECTO TAL CUAL LO ESPERABAMOS,Reviewed in the United States on 5 August 2020
"adidas Boys' Predator 20.4 in SALA J Football Shoe, core Black/core Black/DGH Solid Grey, 3 M US Little Kid",Will order again,So comfy,Reviewed in the United States on 4 July 2020
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",Ecco - ...,"reinschlüpfen und loslaufen. Bequem, wie erwartet. Andere Schuhe müssen oft eingelaufen werden, war bei diesem Paar nicht erforderlich.",Reviewed in Germany on 12 July 2020
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",TRès confortables,Excellent produit à enfiler et très confortables!,Reviewed in Canada on 3 December 2021
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",comodidad,"Son muy cómodos. Los utilizo para trabajar, en especial en las guardias.",Reviewed in Spain on 11 August 2019
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",Great lightweight slip-on,"I purchased this pair because I wanted another sneaker from Ecco, but I wanted something that was a slip-on with a less traditional style than the lace-up sneaker of which I have 5 pair from Ecco in various colors, and this fit the bill.  As with all Eccos, I can fit my custom orthotic inside with ease and somehow it does not compromise the fit of the shoe whatsoever (I wear a half orthotic which only supports the heel and arch of my foot and does not go to the toe).  The arch support without the orthotic is fair on its own and the bottom is more flexible than the other Ecco sneakers that I have, but I expected that with the style of this shoe and was what I wanted.  The sole of this shoe is not rigid so if you need that this will not provide that for you.  It is an extremely light shoe and breathable which is perfect for the warmer months.  Lately these are the pair that I grab the most and get a lot of compliments on them. They’re different than the average sneaker. They are sleeker and extremely comfortable and work with a lot of outfits, obviously more casual looks but I did wear them with skorts and cute top on vacation recently and they were perfect.  Also, great at airports when you need to slip your shoes off when going through security and super comfortable when you’re just sitting in your seat for hours on the plane ride, and really light to pack.  Highly recommend.",Reviewed in the United States on 4 May 2019
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",Unbelievably comfortable!,I got these to wear at work - I'm in medical and live in scrubs.  I'm on my feet all day.  These are so comfy and adorable!  I get so many compliments on them :)  I wear a 7.5 and I ordered a 38.  Fits PERFECT!!,Reviewed in the United States on 16 April 2019
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",scratches the top of your foot,I like Ecco shoes.  I have a couple of pairs.  I was looking for something to slip in and out easily for work with arch support.  These fit the image but they scratched the top of my foot.  There is no inner lining so everything feels rough.  Had to return.,Reviewed in the United States on 1 October 2020
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",Tight at the top,"Not like other pairs of Ecco I have - too short. Also, even though my instep is almost non existent, it was too tight around my foot to the point when it becomes painful after a couple of minutes just having them on. Sent them back.",Reviewed in the United States on 14 October 2019
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",Too wide for me,"Liked the style and color.  I tend to need a narrow heel with a medium width foot bed.  Ecco usually works for me, but this shoe slipped in the heel and I had to return them.  They ran wider than usual.",Reviewed in the United States on 10 March 2020
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",Good shoe for,Super comfy for doing a lot of walking in the airport and travels. A snug fit to put on but didn't slip on my narrow heel. Plenty of room in the toe box.,Reviewed in the United States on 26 July 2019
"ECCO Women's Biom Life Low-Top Sneakers, (White/White 50874), 7 UK",Not the Ecco quality I'm used to,I've had it for just a few months and its starting to wear. The other ecco shoes I have keep going for years,Reviewed in the United States on 1 November 2020
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK","Quite comfy, but narrow","I'm new to the world of variable sized shoes, but these feel great for walking, around the house, and even a little basketball.  Regarding size/fit, order wider than your usual.  I am slow to criticize on fit since I am just figuring out variable sized footwear.  But even compared to other Propet footwear, this one is much narrower.  The photo is two right Propet shoes, both size 14 and width 5E.  Note that the strap of the black shoe completely covers the Velcro, but the grey sneaker was close to not being wide enough with about an inch of Velcro showing.  So far it's holding with less Velcro contact.  I hope so since that's their widest width, and these feel great.",Reviewed in the United States on 14 December 2021
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK",Very cool looking & Comfy but a lot of loose threads scares me,"The tongues have a lot of loose threads on both shoes. Its really comfy otherwise and breathes extremely well. I don't like seeing so many loose threads though. It makes me wonder how many other spots that I haven't or can't see have sewing problems, too. Its a shame because its very comfy otherwise.",Reviewed in the United States on 24 January 2020
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK","Well made, fit well, but not the best option for an elderly man.","I purchased these for my brother who lives in a nursing home. We both loved the looks of the shoes and the fit was right on target. I returned them because when he tried them on I saw the soles seemed to stick to the carpet a bit. I was afraid he'd fall, which he is already inclined to do, because he doesn't pick up his feet well. There were other shoes I ordered which did not exhibit this problem.",Reviewed in the United States on 30 March 2019
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK",Husband Loves These Shoes!,"I bought these for my husband and he absolutely loves them. Good fit, good stability, excellent quality.Would definitely recommend.",Reviewed in the United States on 20 May 2021
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK","Fits alright, but very difficult to tighten",I bought this pair for the gym. Its very difficult to tighten the shoe enough that I won't step out of it while working out,Reviewed in the United States on 14 May 2021
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK",No support,If you have young healthy feet this product may be for you. I have wide worn down feet and this shoe has zero support. It is easy to operate but the padding is less then effective.,Reviewed in the United States on 24 March 2020
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK",Fit well for wide feet.,"I liked the way that the shoe fit. I have always had problems with wide feet. They are my go to shoes for outside and to the gym, however, after two months of usage and outside of the return policy, the sides of the shoes are pulling apart. I would not buy them again.",Reviewed in the United States on 3 February 2021
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK",comfortable,"bought these late in season, may be wrong choice fo winter .",Reviewed in the United States on 26 October 2020
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK",VERY COMFORTABLE!,"I was hesitant to purchase these sneakers for my son because I was unfamiliar with the brand. However, my son loves the fit, comfort and style.",Reviewed in the United States on 11 March 2021
"Propét Men's Propet One Strap Sneaker, Burnt Orange/Dark Grey, 8 UK",Durable and Comfy,"They worked out well for a work environment that eats shoes, held out longer than several other Shoes I've tried, They wore out after 5 months, but that's at 6 days a week in a warehouse job for 10 hours a day. Not bad when they went on sale for around $45",Reviewed in the United States on 21 March 2020
"Living Kitzbühel Boy's Girl's 3704 Slippers, Pink (Flamingo 348), 5.5 UK Child",Ein sehr hochwertiger Schuh,Super schöner Schuh! Meine Kleine liebt ihn!Wir werden ihn wieder kaufen! Für zierliche Füße geeignet. Sehr hochwertig verarbeitet! Wir nutzen ihn auch als Ballerina für außen!Meine 2 Jährige schaft es prima sie selbständig an und auszuziehen.,Reviewed in Germany on 23 August 2020
"Living Kitzbühel Boy's Girl's 3704 Slippers, Pink (Flamingo 348), 5.5 UK Child",Wie immer gute Qualität,"Sehr schöne Schuhe in bewehrter Qualität. Sie passen wie erwartet, sind gut verarbeitet und rutschfest. Meine Tochter kann sie mit dem Klettverschluss selbst anziehen und trägt sie sehr gerne.",Reviewed in Germany on 21 October 2020
"Living Kitzbühel Boy's Girl's 3704 Slippers, Pink (Flamingo 348), 5.5 UK Child",Ganz tolle Schuhe,"Die Schühchen können nicht nur als Hausschuhe getragen werden. Sie sind sehr leicht, die Sohle flexibel, aber für schmale Füße geeignet.",Reviewed in Germany on 5 July 2020
"Living Kitzbühel Boy's Girl's 3704 Slippers, Pink (Flamingo 348), 5.5 UK Child",Awesome!,"Not only are they very stylish and chic, they're also well-built, sturdy and very easy to clean. Not the cheapest slippers but they are definitely worth every penny.",Reviewed in Germany on 12 October 2020
"Living Kitzbühel Boy's Girl's 3704 Slippers, Pink (Flamingo 348), 5.5 UK Child",Applikation abgelöst,"Zuckersüße Hausschuhe, nur haben sich nach nur zweimaligem Tragen die kleinen applizierten Blümchen abgelöst. Sehr schade für Schuhe mit diesem Preis.",Reviewed in Germany on 24 May 2020
"Living Kitzbühel Boy's Girl's 3704 Slippers, Pink (Flamingo 348), 5.5 UK Child",Toller Sommerhausschuh,Tolle Sommerhausschuhe. Qualität und Größe wie gewohnt von Living Kitzbühel!! Absolute Kaufempfehlung!!!,Reviewed in Germany on 16 June 2020
CLARKS Men&#39;s Un Globe Lace,Clarks quality comfort delivers again,If you're at all familiar with the Clarks reputation for comfortable shoes then there is really no need to read any reviews as Clarks are always a good decision and this pair of shoes is no different. I can wear these shoes for hours without my foot feeling any pain and they're breathable enough to prevent the shoe from getting too hot inside and creating an atmosphere in which odors can fester. The shoes look just as they do in the pictures so there's no surprises there either.,Reviewed in the United States on 19 August 2019
CLARKS Men&#39;s Un Globe Lace,Ok but not great,Sneaker is comfortable and looks good. Shoelaces come untied easily. These things are noises. It makes a squishing noise as I walk. They are expensive for what you get. You could buy almost 3 pairs of Sketchers for this price.,Reviewed in the United States on 17 November 2019
CLARKS Men&#39;s Un Globe Lace,Bellos,Hermosos,Reviewed in the United States on 6 November 2021
CLARKS Men&#39;s Un Globe Lace,Original and fair prices,"The product is genuine and exactly as described .. happy with it, just hope the size chart to have more options for British sizes",Reviewed in the United States on 8 December 2019
CLARKS Men&#39;s Un Globe Lace,Want to return it and I want to get in size of 10.,Pair is little bigger I would like to return this pair and I want to get in size:10.,Reviewed in the United States on 6 June 2021
CLARKS Men&#39;s Un Globe Lace,👍,👍 liked it,Reviewed in the United States on 22 March 2021
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Los mejores zapatos!,"Los zapatos son para mi bebé de casi 2 años pero los compré un poco más grandes ya que conseguí una super oferta por Amazon. Los zapatos son originales y fueron enviados desde Estados Unidos. No tuve que pagar tax ni ningún impuesto al llegar a México pues ya venían incluidos en el precio. Una real oferta pues no pague más de 400 pesos por los zapatos originales cuando en la tienda New Balance no bajan de 1000 pesos.  Excelente calidad y materiales  Se los guardo hasta que ya le queden sin embargo, soy feliz!",Reviewed in Mexico on 30 December 2019
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Muy resistentes de increíble calidad,Calidad insuperable fáciles de limpiar y el material es muy resistente contra agua la verdad son mis favoritos!!! El precio inigualable!!,Reviewed in Mexico on 29 June 2021
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Pésimo producto,"Pésimo, se supone que son hechos para que tengan buena resistencia y por eso los compre. Pero desafortunadamente no duraron ni 6 meses y eso que solo fueron usados en casa. Ni siquiera para ir al parque al algo similar",Reviewed in Mexico on 10 March 2021
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Comodos y muy desquitables,"Super buen precio/calidad. Mi hijo no se los quita, están muy cómodos y no se ensucian tan fácil.",Reviewed in Mexico on 2 October 2020
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Buen precio,A buen precio puesto en Mexico,Reviewed in Mexico on 9 August 2020
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Buenos y bonitos,"El producto es de calidad, se ven geniales! Le encantaron a mi hijo.",Reviewed in Mexico on 27 February 2021
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Para el precio están bien,"En general están bien, siento que la suela se resbala un poco y no son muy acolchonados por dentro.",Reviewed in Mexico on 23 January 2020
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Muy buen producto,El color está increíble y llegaron al tiempo que indicaron,Reviewed in Mexico on 24 June 2020
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Me gusta mucho,Estan muy bonitos y quedaron super bien,Reviewed in Mexico on 22 March 2021
"New Balance Girl's 515v1 Sneaker, Phantom/Neo Crimson/Grey, 11.5 UK Child",Muy bien como se esperaba,Muy emocionado y contento quedó al niño.  Gracias 🙂,Reviewed in Mexico on 11 March 2021
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Lindos,"Me gustaron mucho, son muy bonitos y de excelente calidad... Pero, hablando de comodidad, no son cómodos realmente.",Reviewed in Mexico on 2 January 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Recomiendo el producto.,"El modelo, diseño y comodidad son excelentes, solo la tela del teni se debe tener los cuidados necesarios ya que están algo frágiles.",Reviewed in Mexico on 13 February 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Excelente diseño,"Al ser calzado Americano suele venir un poco mas amplio, el diseño es padre y el tiempo de entrega genial.",Reviewed in Mexico on 15 January 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Muy cómodos pero deberían poner numeración en cm,Muy cómodos pero deberían poner numeración en cm,Reviewed in Mexico on 29 January 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Perfectos,Excelentes,Reviewed in Mexico on 31 January 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Perfectos y bellos!!,Me encantaron! Son verdaderamente bellos!!,Reviewed in Mexico on 15 February 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,"Cute shoe, but Does it fit your purpose? Not mine.","I’m a 6.5 narrow, I bought these because I needed a snicker that could hold my ankle while working out after an injury. That’s not the shoe for that. The high top style is really for style, there is no ankle hold. I was also struggling a lot to get my foot in and out.Looks really cute, it’s light weight, but I had to send it back, it was too much of a hassle and did not fit my purpose.",Reviewed in the United States on 20 July 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Selling used and stained shoes,I love puma shoes! It is basically all I wear. But very disappointed when my shoes arrived and I opened to see them with stains on them and look as if they been worn prior to sending. And it’s a real hassle to return right now during all this stuff going on. I fe like I just got swindled out of my money,Reviewed in the United States on 29 June 2020
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,Love it,"Comfortable, cute, lightweight and true to size. Personally love these. I use them to workout and not outside just because I don’t wanna get them dirty",Reviewed in the United States on 3 May 2021
PUMA Womens Phenom Shimmer Athletic &amp; Sneakers,10-Oct,"Love these shoes. Purchased these for more ankle support when working out. They provide great support overall, a firm sole while not being so stiff that it’s uncomfortable.",Reviewed in the United States on 22 November 2019
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",A little narrow,I've had the older version of these for years and they've served me well. I bought these and didn't bother breaking them in this winter because I found them narrow even though they said wide. I'll work on breaking them in though and hope they do me for years like the older ones.,Reviewed in Canada on 21 March 2019
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",me encantó,"Me gusta mucho el zapato columbia, protege mucho mis pies, no me cansa.  este modelo en especial, viene un poco más amplio de lo normal, manejo 7.5 en mis compras,  sin embargo me lo quedé, solo uso un calcetín más grueso.el color es combinable con mucha ropa. lo uso para andar en la ciudad. Recomendable",Reviewed in Mexico on 14 October 2020
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",Well worth the price,"I love this shoe. Very very comfortable. Im between 9.5 and 10, I took size 10 M and it's perfect for a foot that isn't wide. Solid yet flexible.",Reviewed in Canada on 26 February 2019
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",Vale la pena muy buenos,Súper bonitos para usarse hasta para ir al súper me dolía la rodilla y el dolor se fue cuando me puse los tenis del diario en lugar de sandalias los recomendó,Reviewed in Mexico on 19 September 2019
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",I ordered half size up,"Great shoes, look just like picture. I ordered half size up for socks. Fit perfectly seem like a great quality product. Super happy!",Reviewed in Canada on 15 August 2021
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",Awesome shoes!!,"Love these shoes!  I have wide feet and they’re super comfy.  I probably could have got the 8.5s, but with socks the 9s are great.  They feel great on, heavy duty but comfortable.",Reviewed in Canada on 5 May 2021
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK","Todo bien con la compra. Zapato rígido, tal y como debe ser.","Todo bien con la compra. Zapato rígido, tal y como debe ser.",Reviewed in Mexico on 27 August 2021
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",Insole not very padded and not enough arch support,Like that it is water proof,Reviewed in Canada on 7 September 2021
"Columbia Women's Crestwood Hiking Shoe, Mud/Red Coral, 8 UK",Comfortable shoe,Great for walking on both smooth and rougher pathways. Also used them for golf - great traction.,Reviewed in Canada on 9 July 2020
